Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
17.02.2018 18:00;17.02.2018 19:00;77.566,00;3.973,50;166,00;3.797,75;9,75;73.592,50
17.02.2018 19:00;17.02.2018 20:00;77.160,00;3.987,25;200,75;3.786,50;0,00;73.172,75
17.02.2018 20:00;17.02.2018 21:00;72.639,00;3.822,50;260,50;3.562,00;0,00;68.816,50
17.02.2018 21:00;17.02.2018 22:00;67.108,00;3.683,75;342,00;3.341,75;0,00;63.424,25
17.02.2018 22:00;17.02.2018 23:00;66.795,00;3.511,25;458,75;3.052,50;0,00;63.283,75
17.02.2018 23:00;18.02.2018 00:00;63.410,00;3.368,25;624,50;2.743,75;0,00;60.041,75
18.02.2018 00:00;18.02.2018 01:00;60.110,00;3.075,50;676,75;2.398,75;0,00;57.034,50
18.02.2018 01:00;18.02.2018 02:00;57.889,00;3.218,50;830,25;2.388,25;0,00;54.670,50
18.02.2018 02:00;18.02.2018 03:00;56.737,00;3.346,75;950,75;2.396,00;0,00;53.390,25
18.02.2018 03:00;18.02.2018 04:00;55.925,00;3.502,75;1.023,00;2.479,75;0,00;52.422,25
18.02.2018 04:00;18.02.2018 05:00;57.358,00;3.739,50;1.052,25;2.687,25;0,00;53.618,50
18.02.2018 05:00;18.02.2018 06:00;58.155,00;3.989,00;1.068,50;2.920,50;0,00;54.166,00
18.02.2018 06:00;18.02.2018 07:00;58.883,00;4.172,25;1.084,50;3.087,75;0,00;54.710,75
18.02.2018 07:00;18.02.2018 08:00;60.187,00;4.445,50;1.095,75;3.177,50;172,25;55.741,50
18.02.2018 08:00;18.02.2018 09:00;64.213,00;6.140,75;1.111,50;3.082,75;1.946,50;58.072,25
18.02.2018 09:00;18.02.2018 10:00;69.902,00;9.517,50;1.149,00;2.883,25;5.485,25;60.384,50
18.02.2018 10:00;18.02.2018 11:00;75.116,00;12.828,00;1.191,25;2.700,50;8.936,25;62.288,00
18.02.2018 11:00;18.02.2018 12:00;79.069,00;15.105,00;1.208,75;2.619,75;11.276,50;63.964,00
18.02.2018 12:00;18.02.2018 13:00;80.147,00;15.835,00;1.199,00;2.556,75;12.079,25;64.312,00
18.02.2018 13:00;18.02.2018 14:00;78.085,00;15.098,00;1.156,25;2.450,00;11.491,75;62.987,00
18.02.2018 14:00;18.02.2018 15:00;74.129,00;13.126,50;1.108,00;2.376,00;9.642,50;61.002,50
18.02.2018 15:00;18.02.2018 16:00;69.669,00;9.968,50;1.050,25;2.317,25;6.601,00;59.700,50
18.02.2018 16:00;18.02.2018 17:00;66.331,00;6.318,75;994,00;2.411,00;2.913,75;60.012,25
18.02.2018 17:00;18.02.2018 18:00;66.328,00;4.234,25;956,25;2.930,25;347,75;62.093,75
18.02.2018 18:00;18.02.2018 19:00;73.347,00;4.643,75;934,75;3.698,25;10,75;68.703,25
18.02.2018 19:00;18.02.2018 20:00;72.854,00;5.290,00;904,25;4.385,75;0,00;67.564,00
18.02.2018 20:00;18.02.2018 21:00;69.879,00;5.820,75;881,00;4.939,75;0,00;64.058,25
18.02.2018 21:00;18.02.2018 22:00;67.687,00;6.278,75;871,25;5.407,50;0,00;61.408,25
18.02.2018 22:00;18.02.2018 23:00;67.417,00;6.497,50;866,50;5.631,00;0,00;60.919,50
18.02.2018 23:00;19.02.2018 00:00;66.044,00;6.428,25;848,00;5.580,25;0,00;59.615,75
19.02.2018 00:00;19.02.2018 01:00;63.470,00;6.456,00;540,25;5.915,75;0,00;57.014,00
19.02.2018 01:00;19.02.2018 02:00;62.807,00;6.064,75;501,50;5.563,25;0,00;56.742,25
19.02.2018 02:00;19.02.2018 03:00;61.961,00;5.242,50;438,75;4.803,75;0,00;56.718,50
19.02.2018 03:00;19.02.2018 04:00;62.199,00;4.661,00;379,75;4.281,25;0,00;57.538,00
19.02.2018 04:00;19.02.2018 05:00;63.248,00;4.162,50;329,50;3.833,00;0,00;59.085,50
19.02.2018 05:00;19.02.2018 06:00;65.491,00;3.645,50;285,25;3.360,25;0,00;61.845,50
19.02.2018 06:00;19.02.2018 07:00;73.358,00;3.170,50;255,75;2.914,75;0,00;70.187,50
19.02.2018 07:00;19.02.2018 08:00;80.633,00;2.888,00;245,50;2.445,50;197,00;77.745,00
19.02.2018 08:00;19.02.2018 09:00;84.382,00;4.090,25;239,00;1.900,75;1.950,50;80.291,75
19.02.2018 09:00;19.02.2018 10:00;88.885,00;7.062,25;230,00;1.370,25;5.462,00;81.822,75
19.02.2018 10:00;19.02.2018 11:00;92.165,00;10.024,25;208,75;965,50;8.850,00;82.140,75
19.02.2018 11:00;19.02.2018 12:00;93.607,00;12.176,75;177,00;746,50;11.253,25;81.430,25
19.02.2018 12:00;19.02.2018 13:00;94.149,00;12.933,00;147,75;631,00;12.154,25;81.216,00
19.02.2018 13:00;19.02.2018 14:00;92.811,00;12.203,50;117,25;535,25;11.551,00;80.607,50
19.02.2018 14:00;19.02.2018 15:00;89.367,00;10.141,75;92,50;471,00;9.578,25;79.225,25
19.02.2018 15:00;19.02.2018 16:00;84.791,00;6.928,75;71,50;427,50;6.429,75;77.862,25
19.02.2018 16:00;19.02.2018 17:00;81.601,00;3.272,75;61,25;457,25;2.754,25;78.328,25
19.02.2018 17:00;19.02.2018 18:00;80.766,00;986,00;63,00;589,75;333,25;79.780,00
19.02.2018 18:00;19.02.2018 19:00;81.574,00;852,50;74,75;766,25;11,50;80.721,50
19.02.2018 19:00;19.02.2018 20:00;81.102,00;1.053,25;98,00;955,25;0,00;80.048,75
19.02.2018 20:00;19.02.2018 21:00;78.005,00;1.259,00;125,25;1.133,75;0,00;76.746,00
19.02.2018 21:00;19.02.2018 22:00;73.167,00;1.450,50;155,50;1.295,00;0,00;71.716,50
19.02.2018 22:00;19.02.2018 23:00;71.331,00;1.616,75;170,50;1.446,25;0,00;69.714,25
19.02.2018 23:00;20.02.2018 00:00;68.169,00;1.706,00;181,25;1.524,75;0,00;66.463,00
20.02.2018 00:00;20.02.2018 01:00;67.138,00;1.634,00;80,75;1.553,25;0,00;65.504,00
20.02.2018 01:00;20.02.2018 02:00;65.433,00;1.708,00;84,00;1.624,00;0,00;63.725,00
20.02.2018 02:00;20.02.2018 03:00;64.885,00;1.712,75;86,25;1.626,50;0,00;63.172,25
20.02.2018 03:00;20.02.2018 04:00;65.265,00;1.942,00;97,00;1.845,00;0,00;63.323,00
20.02.2018 04:00;20.02.2018 05:00;65.987,00;2.333,00;119,00;2.214,00;0,00;63.654,00
20.02.2018 05:00;20.02.2018 06:00;68.667,00;2.836,00;144,50;2.691,50;0,00;65.831,00
20.02.2018 06:00;20.02.2018 07:00;76.602,00;3.274,75;177,50;3.097,25;0,00;73.327,25
20.02.2018 07:00;20.02.2018 08:00;82.303,00;3.622,00;222,00;3.140,50;259,50;78.681,00
20.02.2018 08:00;20.02.2018 09:00;87.026,00;5.510,50;258,25;2.883,00;2.369,25;81.515,50
20.02.2018 09:00;20.02.2018 10:00;90.971,00;8.623,25;294,50;2.463,25;5.865,50;82.347,75
20.02.2018 10:00;20.02.2018 11:00;93.929,00;11.497,75;312,75;2.062,75;9.122,25;82.431,25
20.02.2018 11:00;20.02.2018 12:00;95.168,00;13.603,75;295,75;2.065,00;11.243,00;81.564,25
20.02.2018 12:00;20.02.2018 13:00;95.238,00;14.235,25;261,25;2.378,50;11.595,50;81.002,75
20.02.2018 13:00;20.02.2018 14:00;94.241,00;13.640,25;241,00;2.885,00;10.514,25;80.600,75
20.02.2018 14:00;20.02.2018 15:00;91.510,00;12.431,25;266,25;3.714,50;8.450,50;79.078,75
20.02.2018 15:00;20.02.2018 16:00;88.109,00;10.470,50;318,75;4.560,75;5.591,00;77.638,50
20.02.2018 16:00;20.02.2018 17:00;85.063,00;8.332,75;402,75;5.553,25;2.376,75;76.730,25
20.02.2018 17:00;20.02.2018 18:00;84.673,00;7.504,75;513,50;6.698,25;293,00;77.168,25
20.02.2018 18:00;20.02.2018 19:00;88.221,00;8.502,00;601,75;7.890,00;10,25;79.719,00
20.02.2018 19:00;20.02.2018 20:00;87.880,00;9.361,50;640,00;8.721,50;0,00;78.518,50
20.02.2018 20:00;20.02.2018 21:00;84.624,00;9.278,75;608,00;8.670,75;0,00;75.345,25
20.02.2018 21:00;20.02.2018 22:00;80.153,00;9.011,50;532,50;8.479,00;0,00;71.141,50
20.02.2018 22:00;20.02.2018 23:00;77.839,00;8.635,00;468,75;8.166,25;0,00;69.204,00
20.02.2018 23:00;21.02.2018 00:00;75.005,00;8.107,75;407,75;7.700,00;0,00;66.897,25
21.02.2018 00:00;21.02.2018 01:00;72.802,00;7.224,25;315,25;6.909,00;0,00;65.577,75
21.02.2018 01:00;21.02.2018 02:00;71.397,00;6.855,50;269,00;6.586,50;0,00;64.541,50
21.02.2018 02:00;21.02.2018 03:00;70.494,00;6.410,00;209,25;6.200,75;0,00;64.084,00
21.02.2018 03:00;21.02.2018 04:00;70.095,00;6.170,00;142,75;6.027,25;0,00;63.925,00
21.02.2018 04:00;21.02.2018 05:00;70.354,00;6.011,00;91,75;5.919,25;0,00;64.343,00
21.02.2018 05:00;21.02.2018 06:00;71.952,00;5.781,75;63,50;5.718,25;0,00;66.170,25
21.02.2018 06:00;21.02.2018 07:00;77.381,00;5.431,25;47,50;5.383,75;0,00;71.949,75
21.02.2018 07:00;21.02.2018 08:00;83.395,00;5.292,00;40,00;4.898,50;353,50;78.103,00
21.02.2018 08:00;21.02.2018 09:00;88.766,00;7.264,25;36,50;4.261,25;2.966,50;81.501,75
21.02.2018 09:00;21.02.2018 10:00;92.364,00;10.909,00;34,75;3.658,50;7.215,75;81.455,00
21.02.2018 10:00;21.02.2018 11:00;95.511,00;14.476,75;33,50;3.287,00;11.156,25;81.034,25
21.02.2018 11:00;21.02.2018 12:00;98.326,00;17.142,25;33,00;3.337,25;13.772,00;81.183,75
21.02.2018 12:00;21.02.2018 13:00;98.985,00;18.191,25;34,00;3.713,00;14.444,25;80.793,75
21.02.2018 13:00;21.02.2018 14:00;97.885,00;17.814,75;33,50;4.343,25;13.438,00;80.070,25
21.02.2018 14:00;21.02.2018 15:00;94.521,00;16.241,75;33,25;5.143,00;11.065,50;78.279,25
21.02.2018 15:00;21.02.2018 16:00;90.548,00;13.585,75;37,50;6.003,25;7.545,00;76.962,25
21.02.2018 16:00;21.02.2018 17:00;86.243,00;10.215,25;43,25;6.789,00;3.383,00;76.027,75
21.02.2018 17:00;21.02.2018 18:00;84.884,00;8.139,25;54,75;7.641,50;443,00;76.744,75
21.02.2018 18:00;21.02.2018 19:00;88.238,00;8.697,75;69,75;8.616,75;11,25;79.540,25
21.02.2018 19:00;21.02.2018 20:00;89.075,00;9.435,75;88,50;9.347,25;0,00;79.639,25
21.02.2018 20:00;21.02.2018 21:00;85.045,00;9.685,75;106,75;9.579,00;0,00;75.359,25
21.02.2018 21:00;21.02.2018 22:00;81.484,00;9.613,75;121,00;9.492,75;0,00;71.870,25
21.02.2018 22:00;21.02.2018 23:00;78.815,00;9.430,25;125,75;9.304,50;0,00;69.384,75
21.02.2018 23:00;22.02.2018 00:00;76.752,00;9.075,50;117,50;8.958,00;0,00;67.676,50
22.02.2018 00:00;22.02.2018 01:00;73.084,00;9.007,00;71,50;8.935,50;0,00;64.077,00
22.02.2018 01:00;22.02.2018 02:00;71.083,00;8.784,00;68,00;8.716,00;0,00;62.299,00
22.02.2018 02:00;22.02.2018 03:00;70.478,00;8.534,50;67,00;8.467,50;0,00;61.943,50
22.02.2018 03:00;22.02.2018 04:00;70.481,00;8.422,00;69,50;8.352,50;0,00;62.059,00
22.02.2018 04:00;22.02.2018 05:00;71.551,00;8.302,25;71,75;8.230,50;0,00;63.248,75
22.02.2018 05:00;22.02.2018 06:00;74.341,00;8.289,00;74,75;8.214,25;0,00;66.052,00
22.02.2018 06:00;22.02.2018 07:00;80.975,00;8.303,50;80,75;8.222,75;0,00;72.671,50
22.02.2018 07:00;22.02.2018 08:00;86.984,00;8.557,75;85,00;8.073,50;399,25;78.426,25
22.02.2018 08:00;22.02.2018 09:00;93.331,00;10.948,50;89,00;7.691,75;3.167,75;82.382,50
22.02.2018 09:00;22.02.2018 10:00;97.434,00;15.010,25;94,50;7.351,75;7.564,00;82.423,75
22.02.2018 10:00;22.02.2018 11:00;100.496,00;19.070,75;94,25;7.515,50;11.461,00;81.425,25
22.02.2018 11:00;22.02.2018 12:00;102.974,00;22.249,50;89,50;8.263,75;13.896,25;80.724,50
22.02.2018 12:00;22.02.2018 13:00;103.069,00;23.742,25;90,50;9.129,75;14.522,00;79.326,75
22.02.2018 13:00;22.02.2018 14:00;101.787,00;23.627,25;89,50;10.003,25;13.534,50;78.159,75
22.02.2018 14:00;22.02.2018 15:00;98.924,00;21.947,25;92,25;10.695,00;11.160,00;76.976,75
22.02.2018 15:00;22.02.2018 16:00;94.977,00;19.022,75;99,25;11.186,25;7.737,25;75.954,25
22.02.2018 16:00;22.02.2018 17:00;91.196,00;14.940,00;117,25;11.246,25;3.576,50;76.256,00
22.02.2018 17:00;22.02.2018 18:00;89.576,00;11.775,25;139,75;11.124,75;510,75;77.800,75
22.02.2018 18:00;22.02.2018 19:00;91.249,00;11.409,25;168,50;11.229,00;11,75;79.839,75
22.02.2018 19:00;22.02.2018 20:00;90.525,00;11.648,00;206,25;11.441,75;0,00;78.877,00
22.02.2018 20:00;22.02.2018 21:00;84.859,00;11.790,25;258,50;11.531,75;0,00;73.068,75
22.02.2018 21:00;22.02.2018 22:00;81.000,00;11.675,00;310,00;11.365,00;0,00;69.325,00
22.02.2018 22:00;22.02.2018 23:00;78.286,00;11.274,25;338,50;10.935,75;0,00;67.011,75
22.02.2018 23:00;23.02.2018 00:00;75.239,00;10.706,00;334,75;10.371,25;0,00;64.533,00
23.02.2018 00:00;23.02.2018 01:00;74.578,00;11.686,25;636,25;11.050,00;0,00;62.891,75
23.02.2018 01:00;23.02.2018 02:00;72.840,00;11.359,75;633,25;10.726,50;0,00;61.480,25
23.02.2018 02:00;23.02.2018 03:00;71.995,00;10.911,00;567,75;10.343,25;0,00;61.084,00
23.02.2018 03:00;23.02.2018 04:00;71.839,00;10.690,50;493,00;10.197,50;0,00;61.148,50
23.02.2018 04:00;23.02.2018 05:00;72.571,00;10.623,50;454,25;10.169,25;0,00;61.947,50
23.02.2018 05:00;23.02.2018 06:00;74.645,00;10.693,00;450,00;10.243,00;0,00;63.952,00
23.02.2018 06:00;23.02.2018 07:00;81.996,00;10.736,50;469,00;10.267,50;0,00;71.259,50
23.02.2018 07:00;23.02.2018 08:00;89.030,00;11.245,00;534,00;10.173,50;537,50;77.785,00
23.02.2018 08:00;23.02.2018 09:00;94.554,00;14.441,50;640,00;9.957,75;3.843,75;80.112,50
23.02.2018 09:00;23.02.2018 10:00;99.483,00;19.525,75;740,75;9.913,00;8.872,00;79.957,25
23.02.2018 10:00;23.02.2018 11:00;103.010,00;24.331,50;820,50;10.237,50;13.273,50;78.678,50
23.02.2018 11:00;23.02.2018 12:00;105.939,00;27.900,75;870,50;10.940,00;16.090,25;78.038,25
23.02.2018 12:00;23.02.2018 13:00;106.626,00;29.744,50;882,00;11.715,50;17.147,00;76.881,50
23.02.2018 13:00;23.02.2018 14:00;105.507,00;29.742,00;867,25;12.433,50;16.441,25;75.765,00
23.02.2018 14:00;23.02.2018 15:00;102.365,00;27.959,75;899,25;13.127,00;13.933,50;74.405,25
23.02.2018 15:00;23.02.2018 16:00;98.005,00;24.640,75;996,25;13.871,75;9.772,75;73.364,25
23.02.2018 16:00;23.02.2018 17:00;92.488,00;20.331,75;1.154,50;14.561,00;4.616,25;72.156,25
23.02.2018 17:00;23.02.2018 18:00;90.559,00;17.392,00;1.373,00;15.306,75;712,25;73.167,00
23.02.2018 18:00;23.02.2018 19:00;93.029,00;17.957,25;1.632,25;16.311,25;13,75;75.071,75
23.02.2018 19:00;23.02.2018 20:00;91.966,00;18.848,75;1.908,75;16.940,00;0,00;73.117,25
23.02.2018 20:00;23.02.2018 21:00;87.187,00;19.215,75;2.152,00;17.063,75;0,00;67.971,25
23.02.2018 21:00;23.02.2018 22:00;83.725,00;19.295,00;2.329,50;16.965,50;0,00;64.430,00
23.02.2018 22:00;23.02.2018 23:00;80.792,00;19.077,75;2.436,50;16.641,25;0,00;61.714,25
23.02.2018 23:00;24.02.2018 00:00;77.894,00;18.549,25;2.473,25;16.076,00;0,00;59.344,75
24.02.2018 00:00;24.02.2018 01:00;74.222,00;17.745,75;2.590,75;15.155,00;0,00;56.476,25
24.02.2018 01:00;24.02.2018 02:00;71.139,00;17.368,00;2.526,00;14.842,00;0,00;53.771,00
24.02.2018 02:00;24.02.2018 03:00;69.690,00;17.018,25;2.505,50;14.512,75;0,00;52.671,75
24.02.2018 03:00;24.02.2018 04:00;69.591,00;17.110,50;2.570,50;14.540,00;0,00;52.480,50
24.02.2018 04:00;24.02.2018 05:00;70.224,00;17.738,25;2.713,25;15.025,00;0,00;52.485,75
24.02.2018 05:00;24.02.2018 06:00;70.458,00;18.967,00;2.926,25;16.040,75;0,00;51.491,00
24.02.2018 06:00;24.02.2018 07:00;73.042,00;20.505,25;3.184,00;17.320,75;0,50;52.536,75
24.02.2018 07:00;24.02.2018 08:00;76.012,00;22.688,75;3.386,00;18.653,50;649,25;53.323,25
24.02.2018 08:00;24.02.2018 09:00;82.654,00;27.521,50;3.511,75;19.718,00;4.291,75;55.132,50
24.02.2018 09:00;24.02.2018 10:00;91.811,00;34.258,75;3.604,25;21.178,00;9.476,50;57.552,25
24.02.2018 10:00;24.02.2018 11:00;96.257,00;40.714,75;3.650,25;23.136,00;13.928,50;55.542,25
24.02.2018 11:00;24.02.2018 12:00;96.697,00;45.604,00;3.645,00;25.172,75;16.786,25;51.093,00
24.02.2018 12:00;24.02.2018 13:00;97.502,00;47.440,00;3.616,25;25.968,25;17.855,50;50.062,00
24.02.2018 13:00;24.02.2018 14:00;96.619,00;47.205,00;3.564,50;26.477,25;17.163,25;49.414,00
24.02.2018 14:00;24.02.2018 15:00;92.473,00;44.717,50;3.544,75;26.599,25;14.573,50;47.755,50
24.02.2018 15:00;24.02.2018 16:00;88.572,00;40.398,00;3.577,00;26.559,50;10.261,50;48.174,00
24.02.2018 16:00;24.02.2018 17:00;87.517,00;34.767,00;3.641,00;26.212,50;4.913,50;52.750,00
24.02.2018 17:00;24.02.2018 18:00;85.447,00;29.633,75;3.704,50;25.164,00;765,25;55.813,25
24.02.2018 18:00;24.02.2018 19:00;86.467,00;28.080,00;3.741,00;24.325,25;13,75;58.387,00
24.02.2018 19:00;24.02.2018 20:00;85.231,00;27.356,75;3.741,75;23.615,00;0,00;57.874,25
24.02.2018 20:00;24.02.2018 21:00;81.355,00;26.671,25;3.683,50;22.987,75;0,00;54.683,75
24.02.2018 21:00;24.02.2018 22:00;78.104,00;25.973,25;3.574,50;22.398,75;0,00;52.130,75
24.02.2018 22:00;24.02.2018 23:00;77.154,00;24.773,25;3.431,25;21.342,00;0,00;52.380,75
24.02.2018 23:00;25.02.2018 00:00;74.413,00;23.185,00;3.257,50;19.927,50;0,00;51.228,00
25.02.2018 00:00;25.02.2018 01:00;72.026,00;20.192,00;2.734,25;17.457,75;0,00;51.834,00
25.02.2018 01:00;25.02.2018 02:00;69.628,00;18.596,75;2.472,50;16.124,25;0,00;51.031,25
25.02.2018 02:00;25.02.2018 03:00;68.354,00;16.864,50;2.216,25;14.648,25;0,00;51.489,50
25.02.2018 03:00;25.02.2018 04:00;67.122,00;15.514,75;1.966,25;13.548,50;0,00;51.607,25
25.02.2018 04:00;25.02.2018 05:00;65.990,00;14.346,50;1.743,25;12.603,25;0,00;51.643,50
25.02.2018 05:00;25.02.2018 06:00;64.730,00;13.343,50;1.561,25;11.782,25;0,00;51.386,50
25.02.2018 06:00;25.02.2018 07:00;63.894,00;12.538,50;1.428,25;11.109,25;1,00;51.355,50
25.02.2018 07:00;25.02.2018 08:00;65.825,00;12.711,25;1.342,25;10.499,00;870,00;53.113,75
25.02.2018 08:00;25.02.2018 09:00;72.399,00;16.549,25;1.308,25;9.995,50;5.245,50;55.849,75
25.02.2018 09:00;25.02.2018 10:00;79.828,00;21.937,50;1.306,75;9.592,25;11.038,50;57.890,50
25.02.2018 10:00;25.02.2018 11:00;86.159,00;26.481,75;1.341,25;9.298,25;15.842,25;59.677,25
25.02.2018 11:00;25.02.2018 12:00;90.939,00;29.386,75;1.380,75;9.358,00;18.648,00;61.552,25
25.02.2018 12:00;25.02.2018 13:00;91.759,00;30.225,50;1.418,25;9.583,25;19.224,00;61.533,50
25.02.2018 13:00;25.02.2018 14:00;89.125,00;29.454,75;1.502,25;10.097,25;17.855,25;59.670,25
25.02.2018 14:00;25.02.2018 15:00;85.106,00;27.489,25;1.666,25;10.993,25;14.829,75;57.616,75
25.02.2018 15:00;25.02.2018 16:00;80.530,00;24.311,75;1.928,00;12.005,50;10.378,25;56.218,25
25.02.2018 16:00;25.02.2018 17:00;76.801,00;19.906,75;2.287,00;12.623,25;4.996,50;56.894,25
25.02.2018 17:00;25.02.2018 18:00;75.219,00;16.252,75;2.673,00;12.689,25;890,50;58.966,25
25.02.2018 18:00;25.02.2018 19:00;78.389,00;15.489,00;2.991,75;12.483,00;14,25;62.900,00
25.02.2018 19:00;25.02.2018 20:00;77.685,00;15.592,50;3.209,50;12.383,00;0,00;62.092,50
25.02.2018 20:00;25.02.2018 21:00;75.737,00;15.527,00;3.364,75;12.162,25;0,00;60.210,00
25.02.2018 21:00;25.02.2018 22:00;74.292,00;15.202,75;3.383,25;11.819,50;0,00;59.089,25
25.02.2018 22:00;25.02.2018 23:00;73.011,00;14.464,50;3.284,75;11.179,75;0,00;58.546,50
25.02.2018 23:00;26.02.2018 00:00;71.068,00;13.634,50;3.112,25;10.522,25;0,00;57.433,50
26.02.2018 00:00;26.02.2018 01:00;69.560,00;14.650,00;3.143,00;11.507,00;0,00;54.910,00
26.02.2018 01:00;26.02.2018 02:00;69.227,00;14.189,50;3.045,50;11.144,00;0,00;55.037,50
26.02.2018 02:00;26.02.2018 03:00;69.020,00;13.789,50;3.032,25;10.757,25;0,00;55.230,50
26.02.2018 03:00;26.02.2018 04:00;69.724,00;13.693,50;3.080,50;10.613,00;0,00;56.030,50
26.02.2018 04:00;26.02.2018 05:00;71.074,00;13.651,00;3.118,00;10.533,00;0,00;57.423,00
26.02.2018 05:00;26.02.2018 06:00;74.679,00;13.476,50;3.153,25;10.323,25;0,00;61.202,50
26.02.2018 06:00;26.02.2018 07:00;82.572,00;13.451,00;3.160,25;10.289,25;1,50;69.121,00
26.02.2018 07:00;26.02.2018 08:00;89.558,00;14.538,00;3.167,25;10.567,50;803,25;75.020,00
26.02.2018 08:00;26.02.2018 09:00;97.558,00;19.205,75;3.195,50;11.369,25;4.641,00;78.352,25
26.02.2018 09:00;26.02.2018 10:00;101.999,00;24.945,00;3.232,00;12.555,75;9.157,25;77.054,00
26.02.2018 10:00;26.02.2018 11:00;103.425,00;29.323,75;3.207,50;13.954,75;12.161,50;74.101,25
26.02.2018 11:00;26.02.2018 12:00;104.936,00;31.506,00;3.089,00;15.184,00;13.233,00;73.430,00
26.02.2018 12:00;26.02.2018 13:00;105.816,00;31.994,25;2.950,00;16.153,00;12.891,25;73.821,75
26.02.2018 13:00;26.02.2018 14:00;104.575,00;31.202,00;2.837,75;16.921,00;11.443,25;73.373,00
26.02.2018 14:00;26.02.2018 15:00;101.482,00;29.293,75;2.782,00;17.478,25;9.033,50;72.188,25
26.02.2018 15:00;26.02.2018 16:00;98.060,00;26.847,25;2.800,50;17.810,00;6.236,75;71.212,75
26.02.2018 16:00;26.02.2018 17:00;94.021,00;23.211,50;2.897,25;17.252,00;3.062,25;70.809,50
26.02.2018 17:00;26.02.2018 18:00;94.288,00;19.313,50;3.060,25;15.707,25;546,00;74.974,50
26.02.2018 18:00;26.02.2018 19:00;94.555,00;17.238,75;3.161,00;14.064,50;13,25;77.316,25
26.02.2018 19:00;26.02.2018 20:00;92.147,00;16.151,50;3.188,50;12.963,00;0,00;75.995,50
26.02.2018 20:00;26.02.2018 21:00;87.956,00;15.259,25;3.201,00;12.058,25;0,00;72.696,75
26.02.2018 21:00;26.02.2018 22:00;83.087,00;14.332,75;3.159,50;11.173,25;0,00;68.754,25
26.02.2018 22:00;26.02.2018 23:00;79.143,00;13.385,00;3.081,50;10.303,50;0,00;65.758,00
26.02.2018 23:00;27.02.2018 00:00;75.775,00;12.461,75;2.998,25;9.463,50;0,00;63.313,25
27.02.2018 00:00;27.02.2018 01:00;74.991,00;13.266,75;3.113,00;10.153,75;0,00;61.724,25
27.02.2018 01:00;27.02.2018 02:00;73.713,00;12.741,75;2.997,25;9.744,50;0,00;60.971,25
27.02.2018 02:00;27.02.2018 03:00;73.423,00;12.518,75;2.915,75;9.603,00;0,00;60.904,25
27.02.2018 03:00;27.02.2018 04:00;73.163,00;12.373,75;2.878,25;9.495,50;0,00;60.789,25
27.02.2018 04:00;27.02.2018 05:00;73.355,00;12.199,75;2.917,25;9.282,50;0,00;61.155,25
27.02.2018 05:00;27.02.2018 06:00;74.553,00;12.178,00;3.031,00;9.147,00;0,00;62.375,00
27.02.2018 06:00;27.02.2018 07:00;83.186,00;12.262,50;3.181,00;9.079,00;2,50;70.923,50
27.02.2018 07:00;27.02.2018 08:00;88.854,00;13.090,75;3.315,50;8.976,50;798,75;75.763,25
27.02.2018 08:00;27.02.2018 09:00;94.939,00;16.845,75;3.437,25;9.053,50;4.355,00;78.093,25
27.02.2018 09:00;27.02.2018 10:00;99.841,00;21.860,25;3.544,25;9.258,25;9.057,75;77.980,75
27.02.2018 10:00;27.02.2018 11:00;101.290,00;26.161,25;3.592,50;9.585,75;12.983,00;75.128,75
27.02.2018 11:00;27.02.2018 12:00;101.510,00;28.343,50;3.533,00;9.811,50;14.999,00;73.166,50
27.02.2018 12:00;27.02.2018 13:00;101.909,00;28.984,75;3.516,25;10.137,50;15.331,00;72.924,25
27.02.2018 13:00;27.02.2018 14:00;100.198,00;28.084,75;3.501,00;10.537,00;14.046,75;72.113,25
27.02.2018 14:00;27.02.2018 15:00;97.357,00;25.996,00;3.495,75;11.099,50;11.400,75;71.361,00
27.02.2018 15:00;27.02.2018 16:00;96.329,00;23.188,75;3.545,50;11.746,75;7.896,50;73.140,25
27.02.2018 16:00;27.02.2018 17:00;92.682,00;19.840,50;3.680,50;12.261,50;3.898,50;72.841,50
27.02.2018 17:00;27.02.2018 18:00;92.508,00;17.107,25;3.854,75;12.532,25;720,25;75.400,75
27.02.2018 18:00;27.02.2018 19:00;92.596,00;16.604,25;4.010,25;12.578,75;15,25;75.991,75
27.02.2018 19:00;27.02.2018 20:00;92.344,00;16.909,00;4.086,25;12.822,75;0,00;75.435,00
27.02.2018 20:00;27.02.2018 21:00;87.053,00;17.312,75;4.105,00;13.207,75;0,00;69.740,25
27.02.2018 21:00;27.02.2018 22:00;83.111,00;17.801,00;4.116,25;13.684,75;0,00;65.310,00
27.02.2018 22:00;27.02.2018 23:00;81.073,00;18.047,50;4.112,75;13.934,75;0,00;63.025,50
27.02.2018 23:00;28.02.2018 00:00;77.830,00;17.960,00;4.102,75;13.857,25;0,00;59.870,00
28.02.2018 00:00;28.02.2018 01:00;76.906,00;19.170,25;4.356,75;14.813,50;0,00;57.735,75
28.02.2018 01:00;28.02.2018 02:00;75.194,00;18.581,50;4.312,75;14.268,75;0,00;56.612,50
28.02.2018 02:00;28.02.2018 03:00;75.257,00;17.977,00;4.233,75;13.743,25;0,00;57.280,00
